,Company,TypeName,Cpu,Ram,Gpu,OpSys,Weight,Price,TouchScreen,IPS,ppi
1137,Dell,Notebook,Intel Core i5,8,AMD Radeon,Windows 10,2.5,86710,0,0,100
1138,MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,3.78,265329,0,0,127
1139,HP,Ultrabook,Intel Core i7,8,Intel HD,Windows 7,1.88,240112,0,0,141
1140,Lenovo,2 in 1 Convertible,Intel Core i7,16,Intel HD,Windows 10,2.8,269864,1,1,210
1141,MSI,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.4,126305,0,0,141
1142,HP,2 in 1 Convertible,Intel Core i5,8,Intel HD,Windows 10,1.48,180167,1,0,166
1143,HP,Workstation,Intel Core i7,8,Nvidia Quadro,Windows 7,2.59,246527,0,1,141
1144,HP,2 in 1 Convertible,Intel Core i7,8,Intel HD,Windows 10,1.48,198969,1,0,221
1145,HP,Workstation,Intel Core i7,8,Nvidia Quadro,Windows 7,2.0,210029,0,0,141
1146,HP,Ultrabook,Intel Core i7,8,Intel HD,Windows 7,1.26,253937,0,0,176
1147,Dell,Notebook,Intel Core i7,8,Nvidia GeForce,Windows 10,2.18,111595,0,0,141
1148,HP,Notebook,Intel Core i5,8,Intel HD,Windows 7,1.88,174637,0,0,141
1149,Lenovo,2 in 1 Convertible,Intel Core i7,8,Intel HD,Windows 10,1.27,258693,1,1,210
1150,Lenovo,Notebook,Intel Core i3,4,Intel HD,No OS,1.9,37493,0,0,100
1151,HP,Notebook,AMD-E-Series,4,AMD Radeon,Windows 10,1.86,32848,0,0,100
1152,Lenovo,Notebook,Intel Core i5,8,AMD Radeon,No OS,2.32,66249,0,0,141
1153,Dell,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.62,132609,0,0,141
1154,Dell,Notebook,Intel Core i5,8,Nvidia GeForce,Windows 10,2.04,248850,1,1,282
1155,HP,Notebook,AMD-A-Series,4,AMD Radeon,Windows 10,1.91,52866,0,0,141
1156,MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.7,165015,0,0,127
1157,Lenovo,Ultrabook,Intel Core i7,12,Intel HD,Windows 7,1.4,254269,0,0,157
1158,Lenovo,Notebook,Intel Core i5,8,AMD Radeon,Windows 10,2.5,87152,0,0,141
1159,HP,2 in 1 Convertible,Intel Core i7,8,Intel HD,Windows 10,1.48,225734,1,0,221
1160,Lenovo,Ultrabook,Intel Core i7,8,Intel HD,Windows 7,1.7,165789,0,0,157
1161,MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,1.7,195651,0,0,157
1162,HP,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.62,99429,0,1,141
1163,Lenovo,Notebook,Intel Core i3,8,Intel HD,Windows 10,2.2,50765,0,0,100
1164,HP,Notebook,Intel Core i5,4,Intel HD,No OS,2.1,52645,0,0,100
1165,Dell,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.62,165678,0,0,282
1166,Lenovo,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.95,153734,0,1,141
1167,Lenovo,Notebook,Intel Core i3,4,Nvidia GeForce,Windows 10,2.2,51760,0,0,141
1168,HP,Notebook,Other Intel Processor,2,Intel HD,Windows 10,1.44,27539,0,0,112
1169,MSI,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.2,92793,0,1,141
1170,HP,Notebook,Intel Core i7,8,Intel HD,Windows 10,1.96,75097,0,0,141
1171,HP,Notebook,Intel Core i7,16,Intel UHD,Windows 10,2.1,128185,0,0,141
1172,Asus,Notebook,Other Intel Processor,4,Intel HD,Windows 10,2.2,40811,0,0,100
1173,Lenovo,Notebook,Intel Core i5,4,Intel HD,No OS,2.1,44018,0,0,100
1174,Lenovo,Notebook,Intel Core i7,8,Nvidia GeForce,No OS,2.2,78415,0,0,141
1175,Asus,Notebook,Intel Core i3,4,Intel HD,Windows 10,2,85051,0,0,157
1176,Lenovo,Notebook,Intel Core i7,4,Intel HD,Windows 7,2.32,91245,0,0,141
1177,Lenovo,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,3.31,144333,0,1,141
1178,MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,1.91,238121,0,0,141
1179,HP,Notebook,Intel Core i3,4,Intel HD,Windows 10,2.07,71890,0,0,100
1180,Lenovo,2 in 1 Convertible,Intel Core i5,8,Intel HD,Windows 10,1.36,181052,1,1,210
1181,Lenovo,Ultrabook,Intel Core i7,6,Nvidia GeForce,Windows 10,1.54,91908,0,0,141
1182,Dell,Notebook,Intel Core i7,8,Nvidia GeForce,Other Os_system,1.98,98987,0,0,141
1183,Acer,Notebook,Other Intel Processor,4,Intel HD,Windows 10,2.1,36829,0,0,100
1184,HP,Notebook,Intel Core i7,6,Nvidia GeForce,Windows 10,2.18,88369,0,1,141
1185,Asus,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.591,100535,0,1,141
1186,Dell,2 in 1 Convertible,Intel Core i7,16,Intel HD,Windows 10,2.09,130397,1,0,141
1187,Acer,Notebook,Intel Core i5,4,Nvidia GeForce,Windows 10,2.23,76424,0,0,141
1188,Dell,Ultrabook,Intel Core i5,8,Intel HD,Other Os_system,1.23,121549,1,0,276
1189,Acer,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,4.2,287449,0,1,127
1190,Lenovo,Gaming,Intel Core i5,8,Nvidia GeForce,Windows 10,2.4,90581,0,1,141
1191,Samsung,2 in 1 Convertible,AMD-Rysen-Series,4,ARM Mali,Other Os_system,1.15,72885,1,1,235
1192,HP,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.86,53641,0,0,100
1193,Apple,Ultrabook,Other Intel Processor,8,Intel HD, Mac OS,0.920,128627,0,1,226
1194,Dell,2 in 1 Convertible,Intel Core i5,8,Intel HD,Windows 10,1.6,132609,1,1,166
1195,HP,Notebook,Intel Core i7,12,Nvidia GeForce,Windows 10,2.21,146766,0,1,141
1196,Lenovo,Notebook,Intel Core i3,4,AMD Radeon,No OS,1.9,40700,0,0,100
1197,Asus,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,4.3,237790,0,1,127
1198,Acer,Notebook,Other Intel Processor,4,Intel HD,Other Os_system,2.1,30083,0,0,100
1199,MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.43,226508,0,0,127
1200,Dell,Notebook,Intel Core i3,4,AMD Radeon,Windows 10,2.3,55189,0,0,100
1201,Lenovo,Notebook,Intel Core i7,8,Nvidia GeForce,No OS,2.2,69567,0,0,100
1202,Dell,2 in 1 Convertible,Intel Core i7,16,Intel UHD,Windows 10,2,142121,1,0,141
1203,Dell,Ultrabook,Intel Core i7,16,Intel HD,Windows 10,1.2,296408,1,0,276
1204,Asus,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.2,129291,0,0,141
1205,Dell,Notebook,Intel Core i5,8,AMD Radeon,Windows 10,2.36,98323,0,0,141
1206,HP,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.91,64037,0,0,100
1207,Lenovo,Notebook,AMD-E-Series,4,AMD Radeon,Windows 10,2.2,33069,0,0,100
1208,Acer,Notebook,Intel Core i3,8,Nvidia GeForce,Windows 10,3.3,69567,0,0,106
1209,Asus,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.2,270859,0,0,141
1210,Apple,Ultrabook,Other Intel Processor,8,Intel HD, Mac OS,0.920,141457,0,1,226
1211,Asus,Notebook,Intel Core i7,16,Nvidia GeForce,Windows 10,2.2,193439,0,0,141
1212,MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.43,215448,0,1,127
1213,Dell,2 in 1 Convertible,Intel Core i5,8,Intel HD,Windows 10,2.191,110489,1,1,141
1214,Asus,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.9,215559,0,0,127
1215,Acer,Netbook,Other Intel Processor,2,Intel HD,Other Os_system,1.3,19244,0,0,135
1216,Acer,Notebook,Intel Core i3,4,Nvidia GeForce,Windows 10,3.3,66138,0,0,106
1217,Lenovo,Notebook,Intel Core i5,8,Intel HD,No OS,2.8,59613,0,0,106
1218,Lenovo,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.6,140683,0,1,141
1219,Acer,2 in 1 Convertible,Intel Core i7,8,Intel HD,Windows 10,1.2,127079,1,1,157
1220,Lenovo,Notebook,Intel Core i7,8,Intel HD,Windows 10,2.3,169107,0,1,141
1221,MSI,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.2,163245,0,0,141
1222,HP,Notebook,AMD-A-Series,6,AMD Radeon,Windows 10,2.1,58507,0,0,141
1223,Dell,Ultrabook,Intel Core i5,8,Intel HD,Windows 7,1.26,189457,1,0,176
1224,Dell,2 in 1 Convertible,Intel Core i3,4,Intel HD,Windows 10,2.08,56295,1,0,147
1225,Asus,Notebook,Other Intel Processor,4,Intel HD,Windows 10,2.65,34175,0,0,100
1226,Dell,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.29,163356,1,0,276
1227,Dell,Notebook,Intel Core i5,4,Intel HD,Other Os_system,2.18,57622,0,0,100
1228,Lenovo,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.6,113807,1,1,141
1229,MSI,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.2,127079,0,0,141
1230,Lenovo,Netbook,Intel Core i7,16,Intel HD,Windows 10,1.3,182490,1,1,176
1231,Razer,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,1.95,386989,0,0,157
1232,Dell,Notebook,Intel Core i3,8,Intel HD,Windows 10,2.3,51871,1,0,100
1233,MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.7,176738,0,0,127
1234,Apple,Ultrabook,Intel Core i5,4,Intel HD, Mac OS,1.08,106065,0,0,135
1235,HP,Notebook,Intel Core i3,4,Intel HD,Windows 10,2.1,52866,0,0,141
1236,HP,Ultrabook,Intel Core i7,8,Intel HD,Windows 7,1.54,243098,0,0,210
1237,Dell,Notebook,Intel Core i5,4,Intel HD,Windows 7,2.24,81512,0,0,100
1238,MSI,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.3,129291,0,0,141
1239,Lenovo,Notebook,Intel Core i7,16,Intel HD,Windows 10,1.4,165789,0,1,166
1240,Lenovo,Notebook,AMD-A-Series,6,AMD Radeon,Windows 10,2.2,66028,0,0,141
1241,Asus,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.45,141568,0,0,166
1242,Acer,Notebook,Intel Core i3,4,Intel HD,Other Os_system,2.4,39926,0,0,100
1243,Dell,2 in 1 Convertible,Intel Core i7,16,Nvidia GeForce,Windows 10,2.77,198969,1,0,127
1244,HP,Notebook,Intel Core i5,4,Intel HD,Windows 7,1.54,121549,0,0,157
1245,Asus,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.5,176960,0,1,141
1246,Dell,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.6,96775,0,0,112
1247,Asus,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.34,257145,0,1,141
1248,Lenovo,Notebook,Intel Core i5,8,Intel HD,No OS,2.3,63373,0,1,141
1249,Dell,2 in 1 Convertible,Intel Core i5,8,Intel HD,Windows 10,1.24,200517,1,0,276
1250,Dell,Notebook,Other Intel Processor,4,Intel HD,Other Os_system,2.2,35834,0,0,100
1251,HP,Notebook,AMD-A-Series,4,AMD Radeon,Windows 10,1.86,44129,0,0,100
1252,Lenovo,Notebook,Intel Core i3,6,Nvidia GeForce,Windows 10,2.4,62931,0,0,141
1253,Lenovo,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.9,118563,0,1,157
1254,Dell,Notebook,Other Intel Processor,4,Intel HD,Windows 10,2.2,48995,0,0,100
1255,Asus,Notebook,Other Intel Processor,4,Intel HD,Windows 10,2,37493,0,0,100
1256,Asus,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,4.0,210140,0,1,127
1257,Dell,Notebook,Intel Core i3,4,Intel HD,Windows 10,2.29,54194,0,0,100
1258,Lenovo,Notebook,Intel Core i7,8,AMD Radeon,Windows 7,2.32,98987,0,0,141
1259,MSI,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.4,135927,0,0,141
1260,Lenovo,2 in 1 Convertible,Intel Core i5,4,Intel HD,Windows 10,1.8,92129,1,0,157
1261,Asus,Ultrabook,Other Intel Processor,8,Intel HD,Windows 10,1.2,80627,0,1,166
1262,Dell,Notebook,Intel Core i3,6,Intel HD,Windows 10,2.3,50765,0,0,100
1263,Acer,Notebook,Other Intel Processor,4,Intel HD,Other Os_system,2.4,31963,0,0,100
1264,Dell,Notebook,Other Intel Processor,2,Intel HD,Windows 10,2.20,41917,0,0,100
1265,Lenovo,Notebook,Intel Core i7,8,Nvidia GeForce,Windows 10,2.6,99429,0,1,141
1266,HP,Notebook,AMD-A-Series,6,AMD Radeon,Windows 10,2.04,60719,0,0,141
1267,Dell,Notebook,Intel Core i7,8,AMD Radeon,Other Os_system,2.3,89033,0,0,100
1268,HP,Netbook,Other Intel Processor,2,Intel HD,Windows 10,1.17,23115,0,0,135
1269,Asus,Notebook,Intel Core i7,4,Nvidia GeForce,Windows 10,2.2,79632,0,0,100
1270,Lenovo,2 in 1 Convertible,Intel Core i7,4,Intel HD,Windows 10,1.8,70562,1,1,157
1271,Lenovo,2 in 1 Convertible,Intel Core i7,16,Intel HD,Windows 10,1.3,165789,1,1,276
1272,Lenovo,Notebook,Other Intel Processor,2,Intel HD,Windows 10,1.5,25327,0,0,112
1273,HP,Notebook,Intel Core i7,6,AMD Radeon,Windows 10,2.19,84498,0,0,100
1274,Asus,Notebook,Other Intel Processor,4,Intel HD,Windows 10,2.2,40811,0,0,100
1275,Asus,Ultrabook,Other Intel Processor,8,Intel HD,Windows 10,1.2,80627,0,1,166
1276,Dell,Notebook,Intel Core i3,6,Intel HD,Windows 10,2.3,50765,0,0,100
1277,Acer,Notebook,Other Intel Processor,4,Intel HD,Other Os_system,2.4,31963,0,0,100
1278,Dell,Notebook,Other Intel Processor,2,Intel HD,Windows 10,2.20,41917,0,0,100
1279,Lenovo,Notebook,Intel Core i7,8,Nvidia GeForce,Windows 10,2.6,99429,0,1,141
1280,HP,Notebook,AMD-A-Series,6,AMD Radeon,Windows 10,2.04,60719,0,0,141
1281,Dell,Notebook,Intel Core i7,8,AMD Radeon,Other Os_system,2.3,89033,0,0,100
1282,HP,Netbook,Other Intel Processor,2,Intel HD,Windows 10,1.17,23115,0,0,135
1283,Asus,Notebook,Intel Core i7,4,Nvidia GeForce,Windows 10,2.2,79632,0,0,100
1284,Lenovo,2 in 1 Convertible,Intel Core i7,4,Intel HD,Windows 10,1.8,70562,1,1,157
1285,Lenovo,2 in 1 Convertible,Intel Core i7,16,Intel HD,Windows 10,1.3,165789,1,1,276
1286,Lenovo,Notebook,Other Intel Processor,2,Intel HD,Windows 10,1.5,25327,0,0,112
1287,HP,Notebook,Intel Core i7,6,AMD Radeon,Windows 10,2.19,84498,0,0,100
1288,Asus,Notebook,Other Intel Processor,4,Intel HD,Windows 10,2.2,40811,0,0,100
1289,Asus,Ultrabook,Other Intel Processor,8,Intel HD,Windows 10,1.2,80627,0,1,166
1290,Dell,Notebook,Intel Core i3,6,Intel HD,Windows 10,2.3,50765,0,0,100
1291,Acer,Notebook,Other Intel Processor,4,Intel HD,Other Os_system,2.4,31963,0,0,100
1292,Dell,Notebook,Other Intel Processor,2,Intel HD,Windows 10,2.20,41917,0,0,100
1293,Lenovo,Notebook,Intel Core i7,8,Nvidia GeForce,Windows 10,2.6,99429,0,1,141
1294,HP,Notebook,AMD-A-Series,6,AMD Radeon,Windows 10,2.04,60719,0,0,141
1295,Dell,Notebook,Intel Core i7,8,AMD Radeon,Other Os_system,2.3,89033,0,0,100
1296,HP,Netbook,Other Intel Processor,2,Intel HD,Windows 10,1.17,23115,0,0,135
1297,Asus,Notebook,Intel Core i7,4,Nvidia GeForce,Windows 10,2.2,79632,0,0,100
1298,Lenovo,2 in 1 Convertible,Intel Core i7,4,Intel HD,Windows 10,1.8,70562,1,1,157
1299,Lenovo,2 in 1 Convertible,Intel Core i7,16,Intel HD,Windows 10,1.3,165789,1,1,276
1300,Lenovo,Notebook,Other Intel Processor,2,Intel HD,Windows 10,1.5,25327,0,0,112
1301,HP,Notebook,Intel Core i7,6,AMD Radeon,Windows 10,2.19,84498,0,0,100
1302,Asus,Notebook,Other Intel Processor,4,Intel HD,Windows 10,2.2,40811,0,0,100
